Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Total_Sales_Unit,Total_Revenue
2593,6,-0.9334116861565792,6,60,-0.2991192155753736,-0.2682959306476729,-0.251295034492094,-0.2535119699156533,-0.3253093282961611,-0.06943080410840828,-0.8620337230512416,95,,333,1,-0.32511244156976266,-0.32530932829616105
9138,13,-0.5932071321717152,8,21,-0.32370465874099147,-0.22855569228898587,-0.251295034492094,-0.2535119699156533,-0.3253093282961611,0.863317467340866,0.4024999716428188,83,0.23299986761189795,1176,7,-0.32511244156976266,-0.32530932829616105
7879,7,-0.5932071321717152,8,491,-0.2868264939925646,-0.2682959306476729,-0.251295034492094,-0.2535119699156533,-0.3253093282961611,0.7198177332717469,-0.7566559151600699,70,-0.2819264476739322,330,5,-0.31865268594511414,-0.32530932829616105
5173,2,1.4480201917374689,7,156,-0.2991192155753736,-0.28816604982701644,-0.2189125423216238,-0.2535119699156533,-0.3253093282961611,,,96,,1696,8,-0.32511244156976266,-0.32530932829616105
539,18,1.618122468729901,7,503,-0.32370465874099147,-0.28816604982701644,-0.1541475579806833,-0.2535119699156533,-0.3253093282961611,,,96,,1696,8,-0.32511244156976266,-0.32530932829616105
7000,4,0.7676110837677409,7,227,-0.32370465874099147,-0.28816604982701644,-0.1541475579806833,-0.2535119699156533,-0.3253093282961611,,,96,,1696,8,-0.32511244156976266,-0.32530932829616105
8218,25,-0.9334116861565792,11,349,-0.32370465874099147,-0.28816604982701644,-0.1541475579806833,-0.2535119699156533,-0.3253093282961611,,,96,,1696,8,-0.32511244156976266,-0.32530932829616105
707,16,-0.5932071321717152,8,53,-0.2991192155753736,-0.2682959306476729,-0.251295034492094,-0.2535119699156533,-0.3253093282961611,0.28931853106438954,-0.49321139543214065,87,-0.28014469571792583,859,7,-0.32511244156976266,-0.32530932829616105
4080,13,-0.2530025781868512,0,143,-0.32370465874099147,-0.22855569228898587,-0.251295034492094,-0.2535119699156533,-0.3253093282961611,,,96,,1696,8,-0.32511244156976266,-0.32530932829616105
8996,29,-0.2530025781868512,8,224,-0.2868264939925646,-0.2682959306476729,-0.251295034492094,-0.2535119699156533,-0.3253093282961611,-0.6434297403848848,-0.8620337230512416,62,-0.2819264476739322,118,5,-0.31865268594511414,-0.32530932829616105
11163,16,0.08720197579801285,10,464,-0.32370465874099147,-0.28816604982701644,-0.1541475579806833,-0.2535119699156533,-0.3253093282961611,-2.6524260173525525,-1.0201004348879992,37,-0.2819264476739322,1357,1,-0.32511244156976266,-0.32530932829616105
4648,26,0.08720197579801285,10,277,-0.32370465874099147,-0.28816604982701644,-0.1541475579806833,-0.2535119699156533,-0.3253093282961611,,,96,,1696,8,-0.32511244156976266,-0.32530932829616105
